Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo
12085102115980006,12,8,51,2,11598,6,0,,,,,,,,,,,,,,,,4.23,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,11.712094845725,0,,99.0,1,36,3,1,0,1,1,4.23,1,4,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,2.0,8.0,20.0,11.0,4.0,4.0,4.0,4.0,,150.0,37.0,200.0,19.0,6.0,150.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,72.0,2.0,32.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,1.0,5.0,4.0,,,,,,,2.0,,1,4.0,4.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,4.0,,,,13.6363636363636,,4.0,4.0,1,12.3855402993542
9055104000400008,9,5,51,4,40,8,0,,,,,,,,,,,,,,,,44.0,7,7.0,,2.0,2.0,,,,,5.0,5.0,,,2.0,,4,11.8567234309482,1,1.0,,1,84,3,1,0,0,0,44.0,1,7,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,0,1.0,1.0,20.0,5.0,8.0,8.0,8.0,8.0,,500.0,38.0,210.0,19.0,6.0,500.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,24.0,3.0,,,,,,,1,0.0,,,1.0,8.0,5.0,4.0,8.0,5.0,4.0,8.0,5.0,4.0,,,,5.0,2.0,1,8.0,8.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,47.7272727272727,0.0,,,,,,,,8.0,,,,,47.7272727272727,,8.0,8.0,1,29.8167370265006
9115402117690001,9,11,54,2,11769,1,0,,,,,,,,,,,,,,,,200.0,35,35.0,,1.0,1.0,,,,,34.0,34.0,,,2.0,,4,11.920452081797901,0,,2.0,1,41,4,7,0,0,0,200.0,1,10,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,1.0,20.0,5.0,200.0,200.0,200.0,200.0,,10000.0,37.0,215.0,19.0,1.0,10000.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,,,,,,,,1,0,,,,,,,1,7000.0,2.0,,,,,,,1,0.0,,,1.0,200.0,5.0,5.0,,,,,,,,,,,,1,200.0,200.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,977.272727272727,0.0,,,,,,,,,200.0,,,,1260.681818181818,,200.0,200.0,1,2.16744004274553
9255002081490006,9,25,50,2,8149,6,0,,,,,,,,,,,,,,,,14.5,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,12.354663357347901,1,1.0,,1,72,4,7,1,0,0,14.5,1,6,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,2,507,1,,1,2.0,9.0,20.0,12.0,2.48,2.48,2.48,2.48,,100.0,37.0,250.0,19.0,6.0,100.0,37.0,250.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.48,100.0,,,,,,1,0,,,,,,,1,500.0,2.0,250.0,2.0,250.0,2.0,,,1,0.0,,,1.0,2.5,5.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,,,,2.0,,1,2.48,2.48,8.0,1.0,507.0,,507.0,,2.0,,4.0,11.3636363636364,0.0,,,,,,,,,2.48,,,,21.306818181818223,2.48,2.48,2.48,1,71.1248462404323
9075003012980017,9,7,50,3,1298,17,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,8,8.0,,1.0,1.0,,1.0,1.0,,6.0,6.0,,,2.0,,4,12.385646808447401,0,,99.0,1,58,4,1,0,0,0,14.0,1,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,6.0,14.0,14.0,14.0,14.0,,630.0,37.0,220.0,19.0,1.0,630.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,14.0,100.0,,,,,,1,0,,,,,,,1,3150.0,2.0,3150.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,4.0,10.0,5.0,2.0,,,,,,,6.0,,1,14.0,14.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,63.0,0.0,,,,,,,,14.0,,,,,63.0,14.0,14.0,14.0,1,12.385646808447401
9025002074100008,9,2,50,2,7410,8,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.1728,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,12.495006584718599,0,,2.0,1,46,4,2,0,0,0,13.0,2,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,3.0,4.0,20.0,8.0,4.0,2.8224,4.0,2.8224,,182.0,37.0,200.0,19.0,1.0,182.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.8224,100.0,,,,,,1,0,,,,,,,1,400.0,2.0,200.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,4.0,8.0,5.0,3.0,4.0,5.0,2.0,,,,5.0,,1,4.0,2.8224,11.0,1.0,507.0,,507.0,,2.0,,4.0,16.5454545454545,0.0,,,,,,,,,,2.8224,,,33.090909090909,2.8224,2.8224,2.8224,1,40.6087714003355
9065402057780007,9,6,54,2,5778,7,0,,,,,,,,,,,,,,,,16.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,12.5535444703365,0,,15.0,1,55,4,1,0,0,0,16.0,1,6,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,8.0,20.0,12.0,16.0,16.0,16.0,16.0,,700.0,37.0,215.0,19.0,2.0,700.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,1,16.0,100.0,,,,,,1,0,,,,,,,1,5000.0,2.0,2200.0,2.0,,,2200.0,2.0,1,0.0,,,1.0,16.0,5.0,4.0,16.0,5.0,2.0,,,,,,,30.0,,1,16.0,16.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,68.4090909090909,0.0,,,,,,,,16.0,,,,,117.27272727272731,16.0,16.0,16.0,1,12.5535444703365
12125002050680001,12,12,50,2,5068,1,0,,,,,,,,,,,,,,,,35.0,6,6.0,,4.0,4.0,,,,,2.0,2.0,,,2.0,,4,12.6626537047035,1,1.0,,1,47,3,2,0,0,0,35.0,1,7,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,3.0,1.0,20.0,4.0,15.0,15.0,15.0,15.0,,450.0,37.0,220.0,19.0,6.0,450.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,8.0,5.0,4.0,8.0,5.0,4.0,,,,,,,2.0,3.0,0,,,,,,,507.0,,2.0,,4.0,45.0,0.0,,,,,,,,,,15.0,,,45.0,,,15.0,1,11.4786720326932
9165002081990002,9,16,50,2,8199,2,0,,,,,,,,,,,,,,,,134.06,101,101.0,,1.0,1.0,,,,,100.0,100.0,,,2.0,,4,12.8291494235726,0,,99.0,1,61,4,3,0,1,1,134.06,1,9,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,3.0,3.0,20.0,7.0,130.0,130.0,130.0,130.0,,12350.0,37.0,215.0,19.0,6.0,12350.0,37.0,215.0,19.0,100.0,,,,,,,,,,1,0,1,1,130.0,100.0,,,,,,1,0,,,,,,,1,19500.0,2.0,13000.0,2.0,,,,,1,0.0,,,1.0,130.0,5.0,2.0,130.0,5.0,2.0,130.0,5.0,2.0,,,,100.0,,1,130.0,130.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,1206.9318181818198,0.0,,,,,,,,,,130.0,,,1206.9318181818198,130.0,130.0,130.0,1,11.5376378996758
9205002087850013,9,20,50,2,8785,13,0,,,,,,,,,,,,,,,,5.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,12.911050217797401,0,,2.0,1,60,4,1,0,0,0,5.0,1,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,4.0,20.0,7.0,5.0,5.0,5.0,5.0,,460.0,37.0,220.0,19.0,1.0,460.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,5.0,100.0,,,,,,1,0,,,,,,,1,20.0,3.0,15.0,3.0,,,13.0,3.0,1,0.0,,,1.0,3.0,5.0,3.0,4.0,5.0,3.0,,,,,,,2.0,,1,5.0,5.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,46.0,0.0,,,,,,,,5.0,,,,,46.0,5.0,5.0,5.0,1,12.911050217797401
9025002070680011,9,2,50,2,7068,11,0,,,,,,,,,,,,,,,,1.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,12.941234242988903,0,,0.3,1,38,3,1,0,0,0,1.0,1,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,1.0,1.0,1.0,1.0,,45.0,37.0,215.0,19.0,6.0,40.0,37.0,215.0,19.0,100.0,,5.0,,,,,,,,0,0,2,1,1.0,100.0,,,,,,1,0,,,,,,,1,,,3.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,2.0,5.0,3.0,,,,,,,,,1,1.0,1.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,4.39772727272727,0.0,,,,,,,,1.0,,,,,3.90909090909091,1.0,1.0,1.0,1,12.941234242988903
9195102047790005,9,19,51,2,4779,5,0,,,,,,,,,,,,,,,,5.0,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,12.983269963499902,1,1.0,,0,77,3,1,0,0,0,5.0,1,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4,1,507,1,,0,1.0,5.0,20.0,11.0,3.5,3.5,3.5,3.5,,140.0,37.0,210.0,19.0,2.0,140.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,3.5,100.0,,,,,,1,0,,,,,,,1,300.0,2.0,,,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,1,4.0,4.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,13.3636363636364,0.0,,,,,,,,3.5,,,,,13.3636363636364,3.5,3.5,3.5,1,7.9217239839123
12015003003900009,12,1,50,3,390,9,0,,,,,,,,,,,,,,,,160.0,21,21.0,,1.0,1.0,,,,,20.0,20.0,,,2.0,,4,13.2197689895281,1,1.0,,1,54,4,3,0,1,1,160.0,1,9,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,507,1,,1,2.0,8.0,20.0,12.0,100.0,100.0,100.0,100.0,,6000.0,37.0,220.0,19.0,6.0,6000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,100.0,100.0,,,,,,1,0,,,,,,,1,56000.0,2.0,,,,,,,1,0.0,,,1.0,200.0,5.0,2.0,100.0,5.0,2.0,,,,,,,,,1,100.0,100.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,600.0,0.0,,,,,,,,,100.0,,,,960.0,100.0,100.0,100.0,1,13.7328712993395
12025002131400002,12,2,50,2,13140,2,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72.0,5,5.0,,1.0,1.0,,1.0,1.0,,3.0,3.0,,,2.0,,4,13.2626023421555,0,,30.0,1,73,4,2,0,1,1,72.0,1,8,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,0,3.0,6.0,20.0,10.0,11.0,11.0,11.0,11.0,,520.0,37.0,200.0,19.0,2.0,520.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,5950.0,2.0,2000.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,1.0,5.0,2.0,0.6,5.0,2.0,,,,,,1,11.0,11.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,47.2727272727273,0.0,,,,,,,,,,11.0,,,69.09090909090911,,11.0,11.0,1,52.29296425489321
9025002070680013,9,2,50,2,7068,13,0,,,,,,,,,,,,,,,,2.75,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,13.2962456678624,1,1.0,,1,67,3,1,0,0,0,2.75,1,3,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,0.5,0.5,0.5,0.5,,30.0,37.0,220.0,19.0,6.0,25.0,37.0,220.0,19.0,100.0,,5.0,,,,,,,,0,0,1,1,0.5,100.0,,,,,,1,0,,,,,,,1,,,2.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,1,0.5,0.5,5.0,1.0,507.0,,507.0,,2.0,,4.0,3.0,0.0,,,,,,,,0.5,,,,,2.5,0.5,0.5,0.5,1,44.249039724139
12015202120670001,12,1,52,2,12067,1,0,,,,,,,,,,,,,,,,172.0,14,12.0,2.0,3.0,1.0,2.0,1.0,1.0,,10.0,10.0,,,2.0,,4,13.32150833992,0,,3.0,1,48,3,2,0,1,1,172.0,1,9,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,1,3.0,1.0,20.0,5.0,100.0,100.0,100.0,100.0,,3500.0,37.0,220.0,19.0,6.0,3000.0,37.0,220.0,19.0,100.0,,,500.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,30000.0,2.0,,,,,1,0.0,,,1.0,300.0,5.0,3.0,200.0,5.0,3.0,70.0,5.0,3.0,,,,,,1,100.0,100.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,350.0,0.0,,,,,,,,,,100.0,,,300.0,,100.0,100.0,1,22.9129943446625
9075003012980014,9,7,50,3,1298,14,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.5,2,2.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,,4,13.3338390660255,0,,0.7,1,44,4,1,0,0,0,7.5,1,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,42.0,37.0,220.0,19.0,1.0,42.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,1.0,100.0,,,,,,1,0,,,,,,,1,400.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,,,,1.0,5.0,2.0,,,,,,,1.0,,1,1.0,1.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.2,0.0,,,,,,,,1.0,,,,,33.2,1.0,1.0,1.0,1,92.37306598446942
9065302050430009,9,6,53,2,5043,9,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.9392,17,17.0,,1.0,1.0,,,,,16.0,16.0,,,2.0,,4,13.4605839754487,0,,99.0,1,48,4,2,0,0,0,7.0,2,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,3.0,7.0,20.0,11.0,2.99,2.1097,2.99,2.1097,,120.0,37.0,210.0,19.0,6.0,120.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.1097,100.0,,,,,,1,0,,,,,,,1,4800.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,9.0,5.0,2.0,12.0,5.0,2.0,,,,,,,4.0,,1,2.99,2.1097,7.0,1.0,507.0,,507.0,,2.0,,4.0,11.4545454545455,0.0,,,,,,,,,,2.1097,,,54.00000000000011,2.1097,2.1097,2.1097,1,22.908546935370197
9075003012980001,9,7,50,3,1298,1,0,,,,,,,,,,,,,,,,4.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,13.5436804211599,0,,99.0,1,45,4,2,0,0,0,4.0,1,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,5.0,4.0,4.0,4.0,4.0,,173.0,37.0,220.0,19.0,1.0,173.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,4.0,100.0,,,,,,1,0,,,,,,,1,200.0,2.0,400.0,2.0,,,,,1,0.0,,,1.0,,,,4.0,5.0,2.0,,,,,,,2.0,,1,4.0,4.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,17.3,0.0,,,,,,,,4.0,,,,,17.3,4.0,4.0,4.0,1,13.5436804211599
9255002081490002,9,25,50,2,8149,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2,2.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,,4,13.689381331077001,0,,99.0,1,55,4,1,1,1,1,3.0,1,4,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2,507,1,,1,2.0,8.0,20.0,12.0,3.0,3.0,3.0,3.0,,120.0,37.0,250.0,19.0,1.0,120.0,37.0,250.0,19.0,100.0,,,,,,,,,,0,0,1,1,3.0,100.0,,,,,,1,0,,,,,,,1,300.0,2.0,150.0,2.0,150.0,2.0,,,1,0.0,,,1.0,3.0,5.0,4.0,1.5,5.0,4.0,,,,,,,1.0,,1,3.0,3.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,3.0,,,,27.2727272727272,3.0,3.0,3.0,1,13.689381331077001
9195102045040007,9,19,51,2,4504,7,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.05,4,2.0,2.0,4.0,2.0,2.0,,,,,,,,2.0,,4,13.728335997484699,1,1.0,,1,66,3,1,1,0,0,8.05,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,507,1,,1,3.0,4.0,20.0,10.0,4.0,4.0,4.0,4.0,,60.0,35.0,100.0,19.0,2.0,60.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,100.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,1,4.0,4.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,2.7272727272727297,0.0,,,,,,,,,,4.0,,,2.7272727272727297,4.0,4.0,4.0,1,8.99891703919876
9055003002750001,9,5,50,3,275,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,13.7472090728092,1,1.0,,1,55,3,7,0,0,0,40.0,1,7,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,1.0,20.0,7.0,3.0,3.0,3.0,3.0,,150.0,38.0,215.0,19.0,1.0,150.0,38.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,3.0,100.0,,,,,,1,0,,,,,,,1,15.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,3.0,10.0,5.0,3.0,,,,,,,3.0,,1,3.0,3.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,14.659090909090901,0.0,,,,,,,,3.0,,,,,14.659090909090901,3.0,3.0,3.0,1,22.39128778233961
9145203007230003,9,14,52,3,723,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,2.0,,4,13.796063026255698,1,1.0,,1,60,4,1,0,0,0,22.0,1,7,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,0,,,,,,,507.0,,2.0,,4.0,,6.0,6.0,6.0,,,,,,6.0,,,,,,,,,1,18.674791993508002
12015202113250002,12,1,52,2,11325,2,0,,,,,,,,,,,,,,,,127.33,5,5.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,4,13.9096948297472,0,,5.0,1,47,4,2,1,1,1,127.33,1,9,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,0,3.0,1.0,20.0,4.0,10.0,10.0,10.0,10.0,,1100.0,35.0,100.0,19.0,6.0,1100.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,600.0,2.0,14.0,2.0,,,,,1,0.0,,,1.0,15.0,5.0,3.0,15.0,5.0,3.0,5.0,5.0,3.0,,,,,,1,10.0,10.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,50.0,0.0,,,,,,,,,,10.0,,,50.0,,10.0,10.0,1,20.8367228549612
9025002078540003,9,2,50,2,7854,3,0,,,,,,,,,,,,,,,,6.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,13.9198148463674,1,1.0,,0,66,4,1,1,0,0,6.0,1,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,507,1,,1,3.0,2.0,20.0,6.0,1.0,1.0,1.0,1.0,,25.0,37.0,210.0,19.0,2.0,25.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.0,100.0,,,,,,1,0,,,,,,,1,,,150.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,4.0,2.0,5.0,3.0,,,,,,,,1.0,1,1.0,1.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,2.38636363636364,0.0,,,,,,,,,,1.0,,,2.38636363636364,1.0,1.0,1.0,1,49.7522458333382
12085002090910001,12,8,50,2,9091,1,0,,,,,,,,,,,,,,,,6.3575,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,14.014942306130301,1,1.0,,1,52,3,1,1,0,0,9.01,2,5,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,507,1,,1,1.0,5.0,20.0,9.0,1.0,0.7056,1.0,0.7056,,30.0,37.0,225.0,19.0,6.0,22.0,37.0,225.0,19.0,100.0,,,,,8.0,,,,,0,0,6,1,0.7056,,100.0,,,,,1,0,,,,,,,1,,,150.0,2.0,,,,,1,0.0,,,1.0,,,,0.25,5.0,4.0,,,,,,,,,1,1.0,0.7056,5.0,1.0,507.0,,507.0,,2.0,,4.0,3.06818181818182,0.0,,,,,,,,0.7056,,,,,2.25,0.7056,0.7056,0.7056,1,65.5476335814846
12015402122710006,12,1,54,2,12271,6,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0584,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,14.0487564993166,0,,99.0,0,68,3,7,1,0,0,1.5,2,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,1.0,20.0,5.0,0.5,0.3528,0.5,0.3528,,20.0,37.0,220.0,19.0,2.0,9.0,37.0,220.0,19.0,100.0,,11.0,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,1.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,1.0,0.5,5.0,2.0,,,,,,,,,1,0.5,0.3528,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.0,0.0,,,,,,,,,0.3528,,,,0.9,,0.3528,0.3528,1,42.1462694979499
12035002137630002,12,3,50,2,13763,2,0,,,,,,,,,,,,,,,,1.25,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,2.0,,4,14.539266806790199,0,,1.0,0,33,3,2,0,0,1,1.25,1,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,120.0,35.0,100.0,19.0,6.0,120.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,150.0,2.0,,,100.0,2.0,1,0.0,,,1.0,6.0,5.0,2.0,6.0,5.0,3.0,6.0,5.0,3.0,,,,,2.0,1,1.0,1.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,1.0,,,,,5.454545454545452,,1.0,1.0,1,18.1740835084878
